#Position (bp)	mapping quality
1.2916163385E9	0.0
1.2916575315E9	0.0
1.291766658E9	9.676646706586826
1.291875052E9	0.0
1.291916283E9	0.0
1.293438612E9	55.34844141624247
1.2990640955E9	58.87100786604646
1.3073121215E9	59.976615244513034
1.3155601475E9	56.122299180450845
1.3238081735E9	59.93911955393703
1.3320561995E9	59.89727752109798
1.3403042255E9	59.97704945657045
1.3485522515E9	59.97738245101597
1.3568002775E9	59.98227515897188
1.3650483035E9	52.576956110777985
1.3732963295E9	54.187913468216614
1.3815443555E9	59.79649710684609
1.3897923815E9	56.86272936797464
1.3980404075E9	59.91241176072954
1.4062884335E9	59.934063572813336
1.4145364595E9	59.98200749678579
1.4227844855E9	59.17910057695362
1.4310325115E9	59.990462335302944
1.4392805375E9	58.473560246741556
1.4475285635E9	59.98743091636595
1.4557765895E9	59.93228627338335
1.4640246155E9	56.40786769371133
1.4722726415E9	59.83858987509366
1.4805206675E9	59.15519313895241
1.4887686935E9	59.972662239431685
1.4970167195E9	56.426346641163775
1.5052647455E9	59.988832630226966
1.5135127715E9	59.902652933280734
1.5217607975E9	57.56428489785661
1.5300077405E9	58.92058992805209
1.5341317535E9	0.0
1.5382568495E9	59.949297659457365
1.5465048755E9	57.13485950868726
1.5547529015E9	59.972923728666444
1.5630009275E9	59.769025731986765
1.5712489535E9	58.30843805138344
1.5794969795E9	59.90521903163068
1.5877450055E9	59.887381434475685
1.595221928E9	57.53397531502958
1.599345941E9	0.0
1.6042410575E9	5.298258874175053
1.6124890835E9	58.67298982319369
1.6207371095E9	59.937369831110544
1.6289851355E9	53.95544495883826
1.6372331615E9	58.637226876094964
1.6433209975E9	52.32677371136298
1.6474450105E9	0.0
1.6537292135E9	15.970444763271162
1.6619772395E9	59.465762390014326
1.6702252655E9	56.206755797075104
1.6784732915E9	59.023238547482315
1.6867213175E9	59.42164368326928
1.6934743095E9	59.037499311736156
1.6961786655E9	0.0
1.696274814E9	0.0
1.6963854715E9	4.220527010984969
1.6965578825E9	6.220288152362107
1.696661813E9	0.0
1.6967741785E9	0.0
1.6969170575E9	0.0
1.697018664E9	0.0
1.697105344E9	0.0
1.697223072E9	0.0
1.697380707E9	0.0
1.6982754815E9	59.98591664859606
1.7032173695E9	59.98770619025014
1.7114653955E9	58.790245401490445
1.7197134215E9	59.98308414210985
1.7279614475E9	57.514715544057864
1.7362094735E9	59.24656748890561
1.7444574995E9	58.17797997613042
1.7527055255E9	59.97348392283985
1.7609535515E9	57.65860124797669
1.7692015775E9	59.331673245426835
1.7774496035E9	59.98842654339625
1.7856976295E9	58.454687468023714
1.7939456555E9	59.891782200059815
1.8021936815E9	59.98586562529476
1.8104417075E9	58.221787563018026
1.8186897335E9	59.97971102617423
1.8269377595E9	59.709029406354766
1.8351857855E9	59.986761709752834
1.8434338115E9	59.9695329441837
1.8516818375E9	58.28444075418639
1.8599298635E9	59.97939502972484
1.8681778895E9	59.98686194270945
1.8764259155E9	59.44700090270649
1.8846739415E9	58.71912006368729
1.89227556E9	59.38232672231336
1.895830864E9	0.0
1.8964772715E9	58.390516172404794
1.9011699935E9	59.73247651737673
1.9094180195E9	58.996504889919926
1.9176660455E9	59.328777810974046
1.9259140715E9	59.97960390929034
1.9341620975E9	59.94539019038687
1.9424101235E9	59.98465982453209
1.9506581495E9	59.95736412678249
1.9589061755E9	59.95740323472424
1.9671542015E9	56.71079858137413
1.9754022275E9	59.96509267760565
1.9836502535E9	59.95575167902024
1.9918982795E9	59.95890179620494
2.0001463055E9	59.98207537493936
2.0083943315E9	59.97863367434873
2.0166423575E9	59.88833902742805
2.0248903835E9	59.97123172018206
2.0331384095E9	59.969098820074684
2.0413864355E9	59.89985187405768
2.0496344615E9	52.92457053271857
2.0578824875E9	59.93018886767171
2.0661305135E9	59.97695799052233
2.0743785395E9	59.92471513512487
2.082312835E9	59.86938672871796
2.086227972E9	60.0
2.0865417025E9	59.94835314927215
2.0908745915E9	54.33981076857746
2.0991226175E9	59.9822678279885
2.1073706435E9	53.4378930392312
2.1156186695E9	59.98727237526672
2.1238666955E9	59.53963726155237
2.1321147215E9	59.87914443703509
2.1403627475E9	59.93419168273639
2.1486107735E9	59.97961875233238
2.1568587995E9	54.47488160872859
2.1651068255E9	59.900644361265805
2.1733548515E9	59.983051310258396
2.1816028775E9	59.97086429278192
2.1898509035E9	59.95854894098557
2.1980989295E9	59.95861056623151
2.2063469555E9	59.97807358875827
2.2145949815E9	59.96365216177691
2.2228430075E9	59.47953247279105
2.2310910335E9	51.109627810022154
2.2393390595E9	59.982071690421805
2.2475870855E9	59.973624227016124
2.2558351115E9	59.94946176459224
2.263915105E9	55.685812195980496
2.26791743E9	0.0
2.2680854625E9	60.0
2.2723311635E9	59.95662663841552
2.2805791895E9	55.429649188854945
2.2888272155E9	59.98177280360847
2.2970752415E9	37.74220569151041
2.3053232675E9	55.78856381711473
2.3135712935E9	59.97046479597654
2.3218193195E9	59.93817557473848
2.3300673455E9	59.387319574179685
2.3383153715E9	59.95054875591694
2.3465633975E9	56.93768708053543
2.3548114235E9	57.33624799615583
2.3630594495E9	59.990074680913104
2.3713074755E9	59.98771731051893
2.3795555015E9	59.95029287208395
2.3878035275E9	59.95407595436565
2.3960515535E9	56.63245306733074
2.4042995795E9	59.446033485142834
2.4125476055E9	59.98920881789908
2.4207956315E9	59.966630857469376
2.4290436575E9	59.93968262850124
2.435968712E9	55.7776084973353
2.440092725E9	59.021421933830005
2.4455397095E9	59.640318461402245
2.4537877355E9	59.98739233375186
2.4620357615E9	59.964808865009054
2.4702837875E9	59.876225087764084
2.4785318135E9	59.94557534981779
2.4867798395E9	59.98610937128661
2.4950278655E9	59.770235469131144
2.5032758915E9	59.414636645602734
2.5115239175E9	59.23520057696173
2.5197719435E9	59.88536397150928
2.5280199695E9	59.961951659242594
2.5362679955E9	59.689426902780674
2.5445160215E9	56.911613531440366
2.5527640475E9	59.990719192000626
2.5610120735E9	59.973708722419694
2.5692600995E9	59.84332364215757
2.5775081255E9	50.518998310968556
2.5857561515E9	49.126567682572436
2.5939979455E9	59.356881722306994
2.5981219585E9	0.0
2.6022522035E9	37.554794575722184
2.6105002295E9	20.233084886491316
2.6187482555E9	59.97741491091585
2.6269962815E9	59.91744108628646
2.6352443075E9	56.70663621002838
2.6434923335E9	59.974560626383976
2.6517403595E9	59.97628826242639
2.6599883855E9	59.98228741713954
2.6682364115E9	59.95325293840868
2.6764844375E9	59.98430846149645
2.6847324635E9	59.97252768448573
2.6929804895E9	59.98109627160601
2.7012285155E9	59.974574353651356
2.7094765415E9	59.98506280348936
2.7177245675E9	59.99187089477815
2.7259725935E9	52.58116297904763
2.7342206195E9	59.99213145703105
2.7407994975E9	49.48177459363691
2.7449235105E9	59.99358014398375
2.7507166715E9	59.904328016012144
2.7589646975E9	59.91153097923682
2.7672127235E9	59.952157172811305
2.7754607495E9	59.85799244960461
2.7837087755E9	59.89640809708359
2.7919568015E9	0.0
2.8002048275E9	0.0
2.8084528535E9	59.27880145514544
2.8167008795E9	58.724600971786025
2.8249489055E9	59.659227825459254
2.8331969315E9	51.810585413345635
2.8414449575E9	59.17799526494763
2.8496929835E9	59.93020131993872
2.8579410095E9	59.92976982549241
2.8661890355E9	59.81465571342991
2.8744370615E9	57.77168040315863
2.880105077E9	59.93486638412703
2.8816691105E9	0.0
2.8817081685E9	0.0
2.881815618E9	0.0
2.8819235655E9	0.0
2.8821203125E9	0.37633948980524823
2.88242567E9	0.0
2.8826085695E9	0.0
2.882755976E9	0.0
2.882939838E9	0.0
2.8830861915E9	0.0
2.8833246155E9	0.0
2.8835330345E9	0.0
2.8840139925E9	0.0
2.884682622E9	0.0
2.8849783395E9	0.0
2.8851293765E9	0.0
2.88523294E9	0.0
2.885380196E9	7.78524028579818
2.8855523165E9	1.4494479830148619
2.8856843195E9	0.0
2.885822535E9	0.0
2.885958065E9	0.0
2.886082272E9	0.0
2.886192519E9	0.0
2.886295634E9	0.0
2.88640561E9	3.312208164140593
2.8865546035E9	0.0
2.8867224755E9	0.0
2.8868061825E9	0.0
2.886892758E9	0.665860894407208
2.887031009E9	0.0
2.8871976565E9	0.0
2.887400046E9	0.0
2.887577206E9	0.0
2.8877881565E9	0.0
2.8879687995E9	0.0
2.8881279725E9	4.708417218357009
2.888311843E9	0.0
2.8884852595E9	0.0
2.8886875845E9	0.0
2.888985801E9	0.0
2.889229866E9	0.0
2.8895790755E9	1.7262754908009161
2.889951796E9	0.0
2.8901135465E9	0.0
2.8902557705E9	0.0
2.8904186985E9	0.0
2.8906437185E9	0.0
2.8908288345E9	0.0
2.890981424E9	5.134124926303244
2.8911688005E9	0.36158285823454295
2.8913080195E9	0.0
2.8914628095E9	0.0
2.8916585145E9	0.0
2.8925472575E9	2.5441268983101475
2.893404342E9	0.0
2.8935413165E9	0.0
2.8937144E9	0.0
2.8938670755E9	0.0
2.894495074E9	0.0
2.896831261E9	0.0609018855118594
2.8986932995E9	0.0
2.8988572775E9	0.0
2.8989957195E9	0.0
2.8994933275E9	0.30545242373486525
2.89996607E9	0.0
2.900096484E9	0.0
2.9002881635E9	0.0
2.9005228225E9	0.0
2.9007376895E9	0.17756482525366404
2.9009214585E9	1.8334106066550162
2.9011053345E9	0.0
2.901244009E9	0.0
2.9018593855E9	5.583123089230049
2.902550898E9	5.628146202670169
2.9027498425E9	0.0
2.9029180535E9	34.186358341388456
2.9030958505E9	0.0
2.903236903E9	0.0
2.903378271E9	0.0
2.9035976075E9	0.0
2.9042365785E9	6.170563804280691
2.9048794465E9	8.410931463728717
2.9053418075E9	3.192201885339104
2.9057249595E9	0.0
2.905983073E9	0.0
2.906237048E9	0.0
2.9063221355E9	0.0
2.906419947E9	0.0
2.906652359E9	0.21367501563984337
2.9068714015E9	0.0
2.9070190175E9	0.0
2.907136287E9	0.0
2.9072577055E9	1.6586960261482884
2.9073733645E9	0.0
2.9076229215E9	4.21309015802498
2.9079320895E9	0.0
2.9081124645E9	0.0
2.9083581135E9	0.0
2.908607172E9	0.0
2.908806396E9	5.856066460006434
2.9090000085E9	0.0
2.909237002E9	1.4766867074539027
2.909487479E9	5.604249498579012
2.909666712E9	0.0
2.9098444145E9	4.5748303583128695
2.910040618E9	9.276181600319532
2.910170176E9	0.0
2.910297114E9	0.0
2.910473855E9	0.0
2.910761647E9	0.31588829670542384
2.9109858275E9	0.0
2.9110662745E9	0.0
2.911245746E9	0.0
2.9114494045E9	0.0
2.911543586E9	0.0
2.9116129135E9	0.0
2.9117490855E9	0.0
2.9118852715E9	0.0
2.91203718E9	0.0
2.91216737E9	0.05582280813084686
2.9122334675E9	0.0
2.9123573765E9	0.0
2.9125433715E9	0.0
2.9126854405E9	0.0
2.9128219235E9	0.0
2.913059947E9	0.0
2.913232047E9	0.0
2.9134117735E9	0.7439336276996029
2.914328412E9	0.0
2.915174319E9	0.0
2.915940367E9	0.245150628142463
2.916855563E9	0.0
2.9172265895E9	0.0
2.9175218075E9	0.8502485179528334
2.917833762E9	0.0
2.918104484E9	4.458274041578606
2.918421329E9	0.0
2.9188311555E9	0.0
2.919113692E9	0.0
2.9192127795E9	0.0
2.919361199E9	1.0123258877103112
2.919639416E9	0.7281910436644633
2.920969266E9	2.4286764998061914
2.9222335585E9	5.794321429305701
2.9223746255E9	0.0
2.922607307E9	2.119041391486301
2.922990831E9	0.40729061113246445
2.9232848535E9	0.26222249731187824
2.9248217345E9	1.6955853703722883
2.926399337E9	1.249532736865179
2.926573575E9	0.0
2.926675323E9	0.0
2.9273955645E9	1.6321557220408922
2.9283065605E9	0.0
2.928675888E9	0.0
2.928905799E9	0.0
2.929078094E9	23.056764427625353
2.929177585E9	0.0
2.929312155E9	7.709658747411343
2.929457484E9	0.0
2.929658268E9	0.0
2.929885578E9	0.0
2.9300671115E9	0.0
2.9302185265E9	0.0
2.9303547775E9	0.0
2.930518526E9	4.8406777345084375
2.930682299E9	0.0
2.9307971655E9	2.613038470863978
2.930854517E9	0.0
2.93107383E9	0.0
2.9313517695E9	6.700786924939467
2.9315308925E9	0.0
2.9317028365E9	0.0
2.9318023465E9	0.0
2.9319408055E9	0.0
2.9325515445E9	0.5498487274163549
2.9331095955E9	0.0
2.9332331755E9	0.10259877141244983
2.933321893E9	0.3612432490432419
2.93344294E9	0.0
2.933566615E9	0.0
2.933681945E9	0.0
2.9338372665E9	0.0
2.934009815E9	0.0
2.93414774E9	0.0
2.934243411E9	0.0
2.9343431015E9	0.0
2.9345144045E9	1.5016525043064015
2.9347374925E9	0.0
2.934982691E9	8.344793204609514
2.9352665915E9	1.1258004392035283
2.93544909E9	7.1898866468365625
2.9355482175E9	9.220767792322077
2.935678085E9	0.13215765179311162
2.935901925E9	0.0
2.9361164625E9	0.0
2.936242911E9	0.0
2.9363673145E9	0.0
2.936522572E9	0.0
2.936686298E9	0.0
2.936850338E9	0.0
2.937037971E9	0.0
2.9372448465E9	0.0
2.9374273685E9	0.0
2.9375904835E9	0.0
2.937768082E9	0.0
2.9379456715E9	0.0
2.9381121175E9	0.0
2.9383003025E9	29.555555555555557
2.9384879905E9	0.0
2.9386500475E9	0.0
2.938920769E9	0.0
2.9396822515E9	0.0
2.940319939E9	11.09145732657055
2.94246535E9	0.8903245069801017
2.9448629825E9	0.6042248068087468
2.945276117E9	0.0
2.945440031E9	0.0
2.945667854E9	15.154128803170236
2.945880553E9	3.853210432267294
2.946041221E9	13.2453260373917
2.946434708E9	0.19978571273739593
2.9468190745E9	0.0
2.9494979735E9	0.0
2.952147541E9	0.0
2.952294951E9	3.4387166038931323
2.9525364005E9	0.0
2.9527433355E9	0.0
2.9527903395E9	0.0
2.9535019345E9	1.1399589444484861
2.954297591E9	0.0
2.9544634765E9	0.0
2.9549070915E9	1.0419087941566207
2.955308858E9	0.0
2.955482869E9	0.0
2.9557224705E9	0.0
2.9559104E9	0.0
2.9560879905E9	0.0
2.9562757145E9	0.0
2.956432736E9	0.0
2.956579642E9	0.0
2.956763995E9	0.0
2.9570041095E9	0.0
2.957239189E9	0.0
2.9574278325E9	0.0
2.9576057785E9	10.75237976236454
2.957966948E9	0.23865168539325843
2.959643091E9	0.6427401401581105
2.9619454965E9	0.1862969090794355
2.9629642995E9	0.0
2.9631882465E9	1.6437694854629383
2.9638297045E9	0.0
2.964449908E9	0.0
2.964631061E9	0.0
2.964824549E9	0.0
2.9650100095E9	0.0
2.9652029495E9	0.0
2.965396084E9	0.0
2.965570043E9	0.0
2.9657404625E9	0.0
2.967555776E9	0.7223970806165874
2.9698945975E9	0.6925653607182463
2.971045755E9	0.0
2.971690351E9	3.3636302365661797
2.974202933E9	0.5229512690280246
2.977077113E9	0.0
2.977610308E9	0.0
2.9777653145E9	0.0
2.9801505935E9	0.769271147733084
2.982955129E9	0.0
2.983539274E9	0.19250011912136084
2.984703745E9	2.0212712438706086
2.9871683795E9	1.143377998328103
2.9890448965E9	2.0495425958150295
2.9895768225E9	0.0
2.990013438E9	1.1816758085117507
2.9909450775E9	0.17031156870587175
2.991486762E9	33.71159420289855
2.9914961835E9	0.0
2.991498403E9	0.0
2.9915004565E9	0.0
2.9915021635E9	0.0
2.9915136375E9	0.0
2.9915265835E9	0.0
2.991529392E9	0.0
2.9915307145E9	0.0
2.9915325745E9	0.0
2.9915342115E9	0.0
2.99154091E9	0.0
2.9915659545E9	0.0
2.991585389E9	0.0
2.9915873015E9	0.0
2.991589869E9	0.0
2.991591628E9	0.0
2.991593215E9	0.0
2.991595448E9	0.0
2.9915976785E9	0.0
2.99159977E9	0.0
2.991601514E9	0.0
2.991602727E9	0.0
2.9916041595E9	0.0
2.991605782E9	0.0
2.991802493E9	25.3
2.99199914E9	0.0
2.9920006435E9	0.0
2.9920034905E9	0.0
2.992051942E9	0.0
2.992154686E9	16.629213483146067
2.992212966E9	0.0
2.992216201E9	0.0
2.9922185675E9	0.0
2.9922208195E9	0.0
2.992222888E9	0.0
2.9922245135E9	0.0
2.992236508E9	0.0
2.9923169155E9	0.0
2.9923888155E9	0.0
2.992395716E9	0.0
2.99240296E9	0.0
2.992408817E9	0.0
2.99241312E9	0.0
2.992415696E9	0.0
2.992418137E9	0.0
2.9924207125E9	0.0
2.992422293E9	0.0
2.992468444E9	0.0
2.9925146995E9	0.0
2.9925161E9	0.0
2.9925175995E9	0.0
2.992519784E9	0.0
2.992522045E9	0.0
2.9925263445E9	0.0
2.992545384E9	0.0
2.9925831375E9	44.0
2.992607717E9	0.0
2.992612316E9	0.0
2.9926178245E9	0.0
2.9926241555E9	0.0
2.992628755E9	0.0
2.9926331735E9	0.0
2.9926368975E9	0.0
2.9926382435E9	0.0
2.9926394475E9	0.0
2.992641481E9	0.0
2.9926433545E9	0.0
2.9926445925E9	0.0
2.9926460205E9	0.0
2.9926472475E9	0.0
2.992648321E9	0.0
2.992649783E9	0.0
2.992652112E9	0.0
2.9926553045E9	0.0
2.9926612295E9	0.0
2.9926659135E9	0.0
2.99266696E9	0.0
2.9926681315E9	0.0
2.992669974E9	0.0
2.992671936E9	0.0
2.992673276E9	0.0
2.9926747875E9	0.0
2.9926763355E9	0.0
2.9926774285E9	0.0
2.9926788075E9	0.0
2.9926804435E9	0.0
2.9926820605E9	0.0
2.9926835895E9	0.0
2.9926850725E9	0.0
2.992686387E9	0.0
2.9926878375E9	0.0
2.9926892975E9	0.0
2.9926919E9	0.0
2.9926945755E9	0.0
2.9926964715E9	0.0
2.9926986245E9	0.0
2.992700175E9	0.0
2.9927020895E9	0.0
2.992704681E9	0.0
2.9927100795E9	0.0
2.9927178965E9	0.0
2.9928131655E9	0.0
2.9929942125E9	0.0
2.9931647125E9	0.0
2.99333546E9	0.0
2.9935040225E9	0.0
2.9935902425E9	0.0
2.993679866E9	0.0
2.9938673145E9	0.0
2.994003041E9	0.0
2.994087277E9	0.0
2.994162061E9	0.0
2.9942162495E9	30.05957638575935
2.99434886E9	0.0
2.994494888E9	0.0
2.994620928E9	0.0
2.9947747325E9	9.0
2.9949245285E9	58.0
2.995013772E9	0.0
2.9950591165E9	0.0
2.995110684E9	0.0
2.995149141E9	0.0
2.9952072975E9	0.0
2.995282718E9	60.0
2.9953872025E9	0.0
2.995549431E9	0.0
2.9957311045E9	5.695652173913044
2.995899982E9	0.0
2.99913101E9	59.70190404067533
3.0064054775E9	59.8870082843761
3.0146535035E9	59.94389563052281
3.0229015295E9	59.52455065343968
3.0311495555E9	59.92417490104129
3.0393975815E9	59.96547198302503
3.0476456075E9	56.4928352193555
3.0558936335E9	59.573749112742384
3.0641416595E9	59.901982385145345
3.0723896855E9	59.177567825627484
3.0806377115E9	59.90119045674758
3.0888857375E9	59.44488081073319
3.0971337635E9	59.1290059991863
3.1053817895E9	59.98733724155199
3.1136298155E9	55.22845396240646
3.1218778415E9	59.95545183159676
3.1301258675E9	59.89313740772849
3.1383738935E9	59.87327788981468
3.1466219195E9	57.486385864683534
3.1513836915E9	59.85580050939377
3.1555077045E9	40.15674603174603
3.1631179715E9	52.12965382103201
3.1713659975E9	55.88186560294569
3.1796140235E9	0.0
3.1878620495E9	0.0
3.1961100755E9	0.0
3.2043581015E9	0.0
3.20886549E9	0.0
3.2092674855E9	0.0
3.209519677E9	0.0
3.209892578E9	0.0
3.2101846785E9	0.0
3.2105124185E9	0.0
3.2107704875E9	0.0
3.2109366555E9	0.0
3.2111129705E9	6.916797343418504
3.211276395E9	0.0
3.211417082E9	0.0
3.2117631015E9	2.052081091550811
3.2120996225E9	0.0
3.2123906835E9	0.0
3.212785749E9	0.0
3.213056867E9	0.15043448883178165
3.213403592E9	0.0
3.2137350435E9	0.0
3.2140934165E9	0.0
3.214431141E9	0.0
3.214684071E9	0.054014315989441106
3.214970895E9	0.0
3.2152807965E9	0.0
3.2157122075E9	0.0
3.216124641E9	0.0
3.2165191445E9	8.450206935921221
3.2167284695E9	0.0
3.216816394E9	0.0
3.2169855065E9	0.0
3.217221355E9	0.6048265460030166
3.2174198055E9	0.0
3.217547141E9	0.0
3.2177472715E9	0.7715454498380387
3.218075865E9	0.0
3.2184014195E9	0.0
3.21861934E9	0.0
3.218790037E9	0.0
3.218927574E9	0.0
3.219178228E9	0.0
3.219695868E9	1.3508420324279002
3.2201537955E9	1.6140393309222423
3.220316351E9	0.0
3.2205178835E9	0.0
3.2208124235E9	0.0
3.2210694465E9	0.0
3.221262018E9	0.0
3.221402796E9	0.0
3.221707994E9	0.9340144297182732
3.2222369555E9	0.0
3.2228721145E9	5.534543970809629
3.2233024115E9	0.0
3.224185272E9	5.089095137743905
3.227369036E9	6.582504780469005
3.2298928435E9	0.0
3.2301042805E9	0.0
3.2302653395E9	1.204139195718202
3.2304298405E9	0.0
3.230578831E9	0.0
3.2308109625E9	0.2166343384470699
3.2311861265E9	0.0
3.231488962E9	0.0
3.231720614E9	0.0
3.231991785E9	0.0
3.2321666995E9	0.0
3.232216515E9	0.0
3.2323221585E9	0.26342684748934303
3.2325224045E9	2.641254815179084
3.232694619E9	0.0
3.2328560365E9	0.0
3.233001453E9	0.42774546526424767
3.233110552E9	0.0
3.233195703E9	0.0
3.233719122E9	0.0
3.2344825705E9	0.0
3.234858778E9	0.0
3.2350518705E9	0.0
3.2352970795E9	0.0
3.235487229E9	3.7340363654755584
3.23556284E9	0.0
3.2357844895E9	15.269728929595708
3.2360469455E9	0.0
3.236148746E9	0.0
3.2362408545E9	0.0
3.2363769755E9	0.0
3.2365418755E9	0.0
3.2369905015E9	0.0
3.2374218665E9	0.0
3.239490992E9	0.0
3.241990473E9	0.0
3.2436894095E9	2.4840308133065285
3.2449015995E9	3.401693179831681
3.245894665E9	2.3855127652265433
3.246991954E9	1.7369137114697073
3.24716499E9	0.0
3.2472888625E9	0.0
3.24751439E9	0.0
3.247732711E9	2.3446729891607214
3.2479482185E9	0.0
3.248209812E9	0.0
3.24843581E9	0.0
3.248742054E9	0.0253125
3.2489922825E9	0.0
3.249241512E9	0.0
3.2495832255E9	1.9071134296646255
3.249768684E9	0.0
