#Position (bp)	insert size
2.959643091E9	232.13808726484783
2.9619454965E9	232.75128162725318
2.9629642995E9	223.92074198988195
2.9631882465E9	219.38311688311688
2.9638297045E9	221.82374768089053
2.964449908E9	243.76545842217485
2.964631061E9	211.71428571428572
2.964824549E9	216.0
2.9650100095E9	221.53846153846155
2.9652029495E9	218.33333333333334
2.965396084E9	240.4
2.965570043E9	202.25
2.9657404625E9	234.16783216783216
2.967555776E9	232.29698157016398
2.9698945975E9	235.25005379814934
2.971045755E9	220.32895970009372
2.971690351E9	236.35067437379575
2.974202933E9	233.49051937345425
2.977077113E9	220.11078717201167
2.977610308E9	219.31065088757396
2.9777653145E9	219.8125
2.9801505935E9	232.89128236690553
2.982955129E9	218.64765784114053
2.983539274E9	216.9383886255924
2.984703745E9	235.11756896297388
2.9871683795E9	229.34121376213432
2.9890448965E9	221.65345592897907
2.9895768225E9	225.27586206896552
2.990013438E9	218.4013671875
2.9909450775E9	222.89413930653575
2.991486762E9	0.0
2.9914961835E9	0.0
2.991498403E9	0.0
2.9915004565E9	0.0
2.9915021635E9	0.0
2.9915136375E9	0.0
2.9915265835E9	0.0
2.991529392E9	0.0
2.9915307145E9	0.0
2.9915325745E9	0.0
2.9915342115E9	0.0
2.99154091E9	0.0
2.9915659545E9	0.0
2.991585389E9	0.0
2.9915873015E9	0.0
2.991589869E9	0.0
2.991591628E9	0.0
2.991593215E9	0.0
2.991595448E9	0.0
2.9915976785E9	0.0
2.99159977E9	0.0
2.991601514E9	0.0
2.991602727E9	0.0
2.9916041595E9	0.0
2.991605782E9	0.0
2.991802493E9	0.0
2.99199914E9	0.0
2.9920006435E9	0.0
2.9920034905E9	0.0
2.992051942E9	0.0
2.992154686E9	0.0
2.992212966E9	0.0
2.992216201E9	0.0
2.9922185675E9	0.0
2.9922208195E9	0.0
2.992222888E9	0.0
2.9922245135E9	0.0
2.992236508E9	0.0
2.9923169155E9	0.0
2.9923888155E9	0.0
2.992395716E9	0.0
2.99240296E9	0.0
2.992408817E9	0.0
2.99241312E9	0.0
2.992415696E9	0.0
2.992418137E9	0.0
2.9924207125E9	0.0
2.992422293E9	0.0
2.992468444E9	0.0
2.9925146995E9	0.0
2.9925161E9	0.0
2.9925175995E9	0.0
2.992519784E9	0.0
2.992522045E9	0.0
2.9925263445E9	0.0
2.992545384E9	0.0
2.9925831375E9	0.0
2.992607717E9	0.0
2.992612316E9	0.0
2.9926178245E9	0.0
2.9926241555E9	0.0
2.992628755E9	0.0
2.9926331735E9	0.0
2.9926368975E9	0.0
2.9926382435E9	0.0
2.9926394475E9	0.0
2.992641481E9	0.0
2.9926433545E9	0.0
2.9926445925E9	0.0
2.9926460205E9	0.0
2.9926472475E9	0.0
2.992648321E9	0.0
2.992649783E9	0.0
2.992652112E9	0.0
2.9926553045E9	0.0
2.9926612295E9	0.0
2.9926659135E9	0.0
2.99266696E9	0.0
2.9926681315E9	0.0
2.992669974E9	0.0
2.992671936E9	0.0
2.992673276E9	0.0
2.9926747875E9	0.0
2.9926763355E9	0.0
2.9926774285E9	0.0
2.9926788075E9	0.0
2.9926804435E9	0.0
2.9926820605E9	0.0
2.9926835895E9	0.0
2.9926850725E9	0.0
2.992686387E9	0.0
