#Position (bp)	insert size
4124013.5	219.74067985763406
1.23720395E7	220.95983969076443
2.06200655E7	219.15442718704367
2.88680915E7	221.43653680221064
3.71161175E7	226.4148515790472
4.53641435E7	224.22874711599695
5.36121695E7	218.5342369391782
6.18601955E7	220.03131385651957
7.01082215E7	220.47432684044685
7.83562475E7	226.5748031496063
8.66042735E7	224.2851160772402
9.48522995E7	224.19818786009705
1.031003255E8	223.16710673707794
1.113483515E8	224.93959022973968
1.195963775E8	222.12405717136735
1.278444035E8	0.0
1.360924295E8	0.0
1.443404555E8	228.93027541379078
1.525884815E8	225.59267944814724
1.608365075E8	223.53335202666915
1.690845335E8	219.15500317297435
1.773325595E8	221.61299253280302
1.855805855E8	221.5032977598308
1.938286115E8	231.72169052257135
2.020766375E8	222.1699529943227
2.103246635E8	224.14882209200258
2.185726895E8	229.013085478967
2.268207155E8	221.51438453713124
2.350687415E8	226.69948311095084
2.433167675E8	227.60746510044262
2.481986015E8	241.99110363068044
2.523226145E8	220.6040565253533
2.598128195E8	219.23919829726853
2.680608455E8	221.86450433988122
2.763088715E8	225.0914766345375
2.845568975E8	228.48076843967254
2.928049235E8	230.12814712824547
3.010529495E8	224.26488957568733
3.093009755E8	228.37459761408823
3.175490015E8	219.9277572196292
3.257970275E8	223.5620296241356
3.340450535E8	220.0573806881243
3.422930795E8	222.9973256270834
3.505411055E8	221.9575114601063
3.587891315E8	218.72080088987764
3.670371575E8	220.63558948465175
3.752851835E8	224.9934743102594
3.810815205E8	214.45161133524522
3.852055335E8	225.14248077853648
3.917812355E8	234.11082194392182
4.000292615E8	217.16524379353456
4.082772875E8	221.59759705367384
4.165253135E8	225.36956842260463
4.247733395E8	219.4067912970004
4.330213655E8	224.93110498902328
4.412693915E8	235.54568659127625
4.495174175E8	230.28707666891944
4.577654435E8	223.77134157392976
4.660134695E8	229.72344944774852
4.742614955E8	227.60554321806592
4.825095215E8	225.7797125950972
4.907575475E8	225.9848037062183
4.990055735E8	223.86027359017308
5.072535995E8	224.7551463284175
5.146090395E8	223.2581310123683
5.178906245E8	222.9755600814664
5.187832105E8	224.90922198512024
5.237496515E8	221.77112201545125
5.319976775E8	222.4226441631505
5.402457035E8	217.08186389759666
5.484937295E8	217.5521850899743
5.567417555E8	222.27620060251638
5.649897815E8	226.45930720956665
5.732378075E8	228.27981646358805
5.814858335E8	221.33266896176843
5.897338595E8	221.2132021773369
5.979818855E8	218.75887330134427
6.062299115E8	222.9332434548143
6.144779375E8	219.71076300727287
6.227259635E8	218.66239680698644
6.309739895E8	214.24666586204816
6.392220155E8	215.8159498639854
6.4728106E8	222.94275880021982
6.51405073E8	0.0
6.557180675E8	0.0
6.639660935E8	0.0
6.722141195E8	233.48531981824536
6.804621455E8	229.67464589235126
6.887101715E8	228.582709621434
6.969581975E8	226.694671375112
7.052062235E8	231.68823786620027
7.134542495E8	233.33865351131746
7.217022755E8	232.62912087912088
7.299503015E8	226.2465731333656
7.381983275E8	251.49421168687982
7.464463535E8	222.03406564084318
7.546943795E8	239.62854749188398
7.62199406E8	222.4294528094014
7.66323419E8	0.0
7.711904315E8	0.0
7.794384575E8	0.0
7.876864835E8	231.2570635952464
7.959345095E8	228.776094801087
8.041825355E8	225.11249321512574
8.124305615E8	231.02360042046726
8.206785875E8	225.59877744662734
8.289266135E8	228.72017561566412
8.371746395E8	225.60255479209727
8.454226655E8	221.78931285747865
8.536706915E8	220.23252699909762
8.619187175E8	219.60105957616952
8.69333434E8	224.3195840129075
8.72724992E8	0.0
8.72931433E8	0.0
8.731340445E8	0.0
8.73326804E8	180.25
8.73441596E8	0.0
8.73480431E8	0.0
8.735866135E8	0.0
8.73694888E8	225.75233644859813
8.74003757E8	0.0
8.784147695E8	0.0
8.866627955E8	0.0
8.949108215E8	226.14924379339865
9.031588475E8	224.47330340992832
9.114068735E8	225.20395461089
9.196548995E8	224.2415600057525
9.279029255E8	224.18893364281814
9.361509515E8	220.56290242043573
9.443989775E8	221.46544235586714
9.526470035E8	220.68025078369905
9.608950295E8	222.7184966717195
9.691430555E8	221.7634090769136
9.744875075E8	223.05638464991023
9.759320705E8	218.10526315789474
9.788356445E8	227.16985170609973
9.856391075E8	218.78416521964016
9.938871335E8	220.93032218597062
1.0021351595E9	223.52005264451932
1.0103831855E9	227.83565605184307
1.0186312115E9	223.96495838808585
1.0268792375E9	222.2296466404919
1.0351272635E9	215.84292738198815
1.0433752895E9	226.83565190268246
1.0516233155E9	224.15895820881798
1.0598713415E9	217.53604678226463
1.065244947E9	225.62761974850415
1.067430919E9	200.04761904761904
1.0703053395E9	227.08426525407103
1.0763673935E9	226.1243451075774
1.0846154195E9	219.27050855153624
1.0928634455E9	225.12265326096627
1.1011114715E9	226.49890711639785
1.1093594975E9	222.98592858378004
1.1176075235E9	217.57965486480666
1.1258555495E9	219.97767805628567
1.1341035755E9	221.1008140413135
1.1423516015E9	222.76244581965776
1.149050177E9	219.6460790399338
1.151717535E9	0.0
1.15195075E9	0.0
1.152147445E9	0.0
1.1534636805E9	220.57477331167954
1.1588476535E9	220.47734771905934
1.1670956795E9	220.61339323919555
1.1753437055E9	221.2523970916254
1.1835917315E9	224.74476549413734
